A,Coef.KO_INH1,Coef.KO_INH2,Coef.WT_INH1,Coef.WT_INH2,Coef.KOvsWT,t.KO_INH1,t.KO_INH2,t.WT_INH1,t.WT_INH2,t.KOvsWT,P.value.KO_INH1,P.value.KO_INH2,P.value.WT_INH1,P.value.WT_INH2,P.value.KOvsWT,P.value.adj.KO_INH1,P.value.adj.KO_INH2,P.value.adj.WT_INH1,P.value.adj.WT_INH2,P.value.adj.KOvsWT,F,F.p.value,Genes,HGNC,Entrez,uniprot
4.93734101137174,0.24413712432125,0.157567195246357,0.334067358089662,0.205488386683535,-0.34762434365028,4.17978800617854,2.66713791112645,5.52045745182196,3.40048877212489,-10.0635990260228,2.51592403656638e-4,0.0124712756037686,6.31224646664256e-6,0.00200718761337698,6.85799866171991e-11,0.00137201101759075,0.210237911286935,6.80041409197974e-5,0.249287047531806,5.05211630735557e-10,30.0425923104126,1.55381238281994e-10,ENSG00000000003,TSPAN6,7105,O43657
6.06281654106534,-0.226060557289512,0.0495556795530616,-0.203211166744169,0.0756278948887079,0.212398760238331,-4.66003201587856,1.03787718985037,-3.87335451034209,1.47959039792651,7.30347456177433,6.75482603131029e-5,0.308047766894309,5.75794057055861e-4,0.149945600649647,5.32624553041557e-8,4.60665552545198e-4,0.705091553140562,0.00295109095909246,0.79188207045332,2.48699142638096e-7,24.148859983742,1.924112936766e-9,ENSG00000000419,DPM1,8813,
3.35893466952281,0.0118768239257685,0.0689741974131137,0.00248838600062395,-0.125590089338626,-0.00119047572652309,0.147549639157366,0.860415188409419,0.027918735999156,-1.41359748210491,-0.0240007382105819,0.883736470096457,0.396736415947375,0.977921428109342,0.1683038509452,0.981019175875231,0.928210135585796,0.769652507991107,0.987326671979411,0.796531701665381,0.985970762059819,0.713084378828488,0.618691756696538,ENSG00000000457,SCYL3,57147,Q8IZE3
4.34252933992704,-0.444114009380466,-0.202329600479456,-0.307314460108969,0.0771107635478936,-0.251613071964116,-7.24724879510571,-3.40563683687728,-4.80162477695194,1.27094670086104,-6.98873458007824,6.16153303468233e-8,0.00198056426924762,4.5736293069053e-5,0.21401749093723,1.20958305312845e-7,1.37376481162652e-6,0.0909615402407578,3.51003161255796e-4,0.824396300893268,5.355813890277e-7,28.4919475619798,2.88957548287591e-10,ENSG00000000460,C1orf112,55732,
5.46822807663145,0.247238065476974,0.11167817452943,0.277374106390131,0.0926160938009444,0.0955422920606255,3.92865691799091,1.75353909452993,4.04545023520883,1.34779643195926,2.49702202060468,4.96318473852701e-4,0.0902533470965916,3.62193518306947e-4,0.188334035840476,0.0185588640598017,0.00244635902874965,0.458833345679369,0.00199676301621173,0.809326305700241,0.0328058661480068,7.74034925441033,1.05619735294395e-4,ENSG00000000971,CFH,3075,P08603
7.22075377849524,-0.24998700055967,0.00116480708010869,-0.166889923377889,0.0145394198682904,0.0277875441245432,-6.57015621031505,0.0309132346098403,-4.21015321918784,0.371560697216213,1.23857411559997,3.66227932834808e-7,0.975554074761998,2.31640793351945e-4,0.712966408408229,0.225601956288055,5.94185448341736e-6,0.993877681097146,0.0013736439245309,0.966214289640359,0.298366411780738,17.0531566300016,8.30319207020606e-8,ENSG00000001036,FUCA2,2519,Q9BTY2
5.13772374479523,0.0117087796139419,-0.0175877741488542,-0.122046134634631,-0.0195294505087231,0.0279578190087768,0.194117022543892,-0.290206786325438,-1.86047021759081,-0.303683537432539,0.764599263637005,0.847460411672303,0.773757894290708,0.0731602068116623,0.763573676928281,0.4507911840291,0.904381690684542,0.936260324096805,0.157636335654304,0.974665148903782,0.537245122417706,0.961406251867712,0.457669263187964,ENSG00000001084,GCLC,2729,
4.65488386460295,-0.205868733338536,-0.0684868771403737,-0.170406770862161,-0.0190341714209605,-0.110961855803325,-3.42592129985118,-1.15540266862839,-2.65963429350413,-0.305570901425313,-3.0888694336581,0.00187894447760932,0.257514746035696,0.0126949253102697,0.762150805329472,0.0044488516973335,0.00749537769896356,0.67003984377184,0.0389640972453734,0.974665148903782,0.00899254424460441,6.03299481418201,6.30317110579386e-4,ENSG00000001167,NFYA,4800,P23511
2.97170517979187,-0.244113559995774,0.137578625641606,-0.162834018086602,-0.0217253097279211,0.468898614969261,-2.44330966352894,1.45418601442283,-1.3211326602849,-0.183595049406598,7.25127103530488,0.0209890366518593,0.156813113837805,0.196960070103083,0.855630322993761,6.09757844917217e-8,0.0549008956530235,0.563963554409791,0.334997376443049,0.98669528176689,2.8210097987828e-7,14.0292506055557,5.90101037392407e-7,ENSG00000001460,STPG1,90529,Q5TH74
6.31836877791176,0.240622730167364,0.0604838465434474,0.289553583072335,0.0405169702823729,0.436101249165142,5.46306529201458,1.35963480348003,5.97280325933375,0.831561056482867,16.1948584602685,7.39041205357257e-6,0.184599517570477,1.83244430378262e-6,0.41256574529652,6.48399643003531e-16,7.17321447313186e-5,0.597241673510646,2.40275001795616e-5,0.906673933973006,1.07879019849154e-14,67.2986980978427,6.68945653198986e-15,ENSG00000001461,NIPAL3,57185,Q6P499
